OriginalTweet,Attitude,Emotion
"b""@POTUS Ukrainian presidential adviser calls for heavier weaponry as Russia shifts military focus (CNN)\n\nPutin's Criminal War is at a critical juncture that could result in the REMOVAL of Putin! \nThe US &amp; NATO MUST give Ukraine EVERYTHING it needs to CRUSH Russia!!! https://t.co/GEvharrB9B""",1,1
"b'@NeoFromDMatrix1 Putin is a traitor to the world, invades country that fights for their lives to keep Russia out. Anyone who supports putin is a hater of peace. Ukraine wants its own country and not be bullied by communist'",1,0
b'@AUCHAN_France stop \xf0\x9f\x9b\x91 sponsoring Russia! I do not understand what kind of humanity you can talk about! you sponsor the murders of children in ukraine! shame on you @AUCHAN_France https://t.co/3O1jeW7sdX',1,1
"b""@will05767854 @timburchett @MarshaBlackburn Withholding aid because you want the receiving country to lie to help your campaign is wrong. Remember, the country Trump tried to extort was Ukraine, facing aggression from Russia that's now turned into war.""",0,1
b'@nytimes ITS WRONG \nthe main target is to make sure that Ukraine never ever will join Nato.  So that objective was ACOMPLISHED \n\nNow russia will add more territory to  russian country in order to compensate their loss  in the war.',0,0
"b'@SenSasse Thank you so much! Indeed, \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 still needs as a priority fighter jets &amp; long-range SAMs! Please promote &amp; push this agenda on the US level. Ukraine is making great progress in the war and can defeat russia, just help us with the heavy arms.'",1,0
"b""Ukraine\nI'm against war. War has no winners. But the horrors and all the executions of civilians cannot continue. Russia must be stopped and held accountable. NATO must intervene. Putin- the girl and the sexless- dare not use A-weapons. Then Russia no longer exists ..\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0\xf0\x9f\x92\x82""",0,0
b'@armscontrol_rus @UKRinOSCE @i_army_org @Ukraine @USAmbMongolia @USEmbRuPress @UN @UnderSecT @LethalWeaponFOX @Chinamission2un @ChineseEmbinRus Nobody in their right mind cares what the pariah state called russia aka an old rabbit has to say.',1,1
"b""@MarkAmesExiled They've done 1 and 2, now all that is left is 3 for the first phase of the war to be done.\n\nOf course, Russia's taken heavy casualties, but so has Ukraine.""",0,0
b'who won ? \nrussia ---- ukraine\n\n#RussiaUkraineWar',0,0
b'@GerardAraud To continue pursuing it was antagonising and stupid. Sheer vanity and our own pride to not let the Russians feel they could veto any new members joining. Well - there was a path but one no one was considering. Offer both Russia and Ukraine NATO membership concurrently.',1,0
"b'@otmarianna @PapkeGerhard Tomorrow it\xe2\x80\x99s time for Hungarian citizens to make a choice. To understand that russia is no one\xe2\x80\x99s friend. Ukraine is holding back the aggressor from invading Europe, including Hungary. Based on surveys 86,6% of russians support invasion to other territories.'",0,0
"b""@POTUS \nUkrainian presidential adviser calls for heavier weaponry as Russia shifts military focus (CNN)\n\nPutin's Criminal War is at a critical juncture that could result in the REMOVAL of Putin! \nThe US &amp; NATO MUST give Ukraine EVERYTHING it needs to CRUSH Russia!!! https://t.co/KGzzuImBc9""",1,1
"b'On May 1, 1992 Rodney King, who had been brutally beaten by the police asked the question, \xe2\x80\x9ccan\xe2\x80\x99t we all get along?\xe2\x80\x9d Today I echo that question as it reverberates from America to Ukraine, Russia, Sudan, Haiti, Uganda, Yemen, Israel, France, England, Ethiopia, Kenya and China.\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbf\xf0\x9f\x99\x8f\xf0\x9f\x8f\xbf'",1,0
"b'@JackPosobiec Before the Ukraine Douchebaggery I was expecting the Arctic Wars, perhaps postpone for a later time. \n\nhttps://t.co/N41s5fSW80'",0,0
b'Russia is losing so much equipment in Ukraine that weapons monitors can\xe2\x80\x99t keep up https://t.co/fa1rWBub9e',0,0
"b'@chrisnye22 @RALee85 You are aware at this point there is most likely more people in the Ukrainian Army than what Russia can send yes?? with more sophisticated weapons than Russia yes?? Ukraine was 44M people,Russia sent in 190K troops,plus there 1000s of foreign volunteers fighting for Ukraine'",1,1
b'@noe_enklere @denial_jean @tuumapomm @SamRamani2 West will help Ukraine to war up to last solder but not to win. It\xe2\x80\x99s good way for west to make Russia less powerful. But direct war will not be started near years yet. A lot must be done at Russia and West side for that. And don\xe2\x80\x99t forget China with Twain etc',0,0
b'@elonmusk Help me detach our name from the U.S to avoid a nuclear war and help me drive the forces of Russia from @Ukraine \nWe will then install a borderized wall of protection as part of Operation Elohim.\n@Pontifex \nAll I can ask is for you to help me defend the innocent.',1,0
"b""@OlenaTverda @lapatina_ @rogertansey Let's pretend the RF hasn't been doing unconscionable things for 6 years in Ukraine.  I simply don't understand her naivety.  \n\nWar is hell.  The worst atrocities humans can fathom to commit happen during war and conflicts.  The same hell over and over.\n\nhttps://t.co/bjHCBLb2d4""",0,1
"b""@anders_aslund That's for sure. If Ukraine could do so much with such fewer weapons then they will be gaining higher grounds in the battle against Russia if they're provided with enough of what it takes to fight this war""",0,0
b'Putin is making the same mistakes that doomed Hitler when he invaded the Soviet Union\n#Ukraine #UkraineRussiaWar #UkraineWar #war #UkraineUnderAttack  #UkraineRussia #Russia #Ukrainian  #Russian #Kyiv @Ukraine \nhttps://t.co/QonBUQSeqC',1,1
"b'@ConspiracyBull1 The only surprise is the fact that Ukraine is performing well against Russia\xe2\x80\x99s invasion. Granted the Russian military had never been \xe2\x80\x9cgreat\xe2\x80\x9d, but the sheer strength compared to Ukraine\xe2\x80\x99s would have assume it would be holding a lot more territory now.'",1,0
b'The #Ukraine \xf0\x9f\x87\xba\xf0\x9f\x87\xa6 #Russia war proved in a practical way the outmost need for #Bitcoin \n\n#BitcoinTrade \n#cryptocurrency \n#blog #blockchain \n#MoneyTalk #moneygame',0,0
b'@twitnewsaccount Ukraine territorial wise is a big incentive for the west. It means they have Russia real nervous. Just the same way like the US went crazy when Cuba sided with Russia. Its geo politics. And you cannot trust media sources that are funded by the same people trying to destabilise',0,0
"b'No. I didn\xe2\x80\x99t miss the point. I was stating facts : no plan to deploy missiles, no steps towards NATO membership. They are facts Russia was pretty aware of. NATO is a mere pretext. To Putin, Ukraine is not a legitimate country. He said so and wrote it. https://t.co/wxrKvaQXgQ'",1,0
"b""@Katvis100 @spriter99880 Russia will border Moldova with the new territories ceased from Ukraine &amp; there ain't shit anyone can do about it. Not even the US. They will simply say, they won't recognize the new borders &amp; watch from distance \xf0\x9f\x98\x82\xf0\x9f\x92\x80""",0,0
"b'In Syria, Russia leads effort to recruit fighters for Ukraine | Russia-Ukraine war News | Al Jazeera https://t.co/FSRkWN9mXn'",0,0
"b'If the new negotiations between the Ukraine and and Russia happens again the Russia and other third parties will convince the Ukraine not to fight and try to stop the war, but the Russia still building up the troops for the big new fight'",0,0
"b""@sumlenny Ukraine\nI'm against war. War has no winners. But the horrors and all the executions of civilians cannot continue. Russia must be stopped and held accountable. NATO must intervene. Putin- the girl and the sexless- dare not use A-weapons. Then Russia no longer exists ..\n\xf0\x9f\x87\xa9\xf0\x9f\x87\xb0\xf0\x9f\x92\x82""",0,0
"b'Maybe there is no natural liberal world order, but there are liberal societies, open and free countries that offer a better chance for people to live useful lives than closed dictatorships do @anneapplebaum  https://t.co/bsqS5uyuGv'",0,0
"b'Ukrainian troops moved to retake territory north of the country\xe2\x80\x99s capital on Saturday, using cables to pull the bodies of civilians off the streets out of fear that Russian forces might have booby-trapped them before leaving. Latest from @nebiqena https://t.co/98WZX4fu3r'",1,0
"b'@Kevin_I_Mitton @mhmck But Russia claims that it has not invaded Ukraine, there is no war, only a small special military operation....'",1,0
"b""@GerardAraud That is exactly why I am questioning the reason for all the activity in Ukraine since the 1990s. Haven't you seen what the US Senators said in 2017? Everyone knows the sensitivities. Russia is no longer the USSR. It cannot become something else anymore. Reduced to essence.""",0,0
"b""@olex_scherba Ukraine doesn't need to produce propaganda about Russia. All they have to do is post clips of opinions from Russian TV, social media, academia and streets. Any visas for Russians to the EU should require community service in Ukraine: rebuilding cities and social services.""",1,0
"b'cw russia, ukraine, genocide\n\nChrist https://t.co/ql59mrbB82'",1,1
b'ASG member Gen. David Petraeus joined @wolfblitzer on the @CNNSitRoom to discuss Russia\xe2\x80\x99s changing focus to the south of Ukraine amidst staunch resistance. Listen to his interview here: https://t.co/7AbcX3TGEp',1,0
"b'Ukraine, Colombia agree on joint economic and defense projects after war #Ukraine #Russia \n\nhttps://t.co/0gOsSiEXjz'",0,0
b'@dkaleniuk It makes me sick we are not doing more to stop Russia. Every passing  day we will here more and more stories like this. Cut the gas and oil from Russia and give Ukraine the weapons it needs to push Russians back. There is already enough blood in our hands for just standing by.',1,1
b'An Ukrainian TB2 Bayraktar drone shot down by Russian forces. #Ukraine #Russia https://t.co/h75xANNWTi',0,0
"b""@Kanetimothy @RJAlvarez @KofmanMichael That'd be a beautiful thing. Esp. if Crimea is left untouched -- and totally cut off from the mainland.\n\nAlso, if things go really badly for Russia with sanctions etc, Crimean will recall how good they had it in Ukraine right damn quick. Love rekindled!""",0,1
"b""@tradunski @NavinaHeyden No, it's made, funded, hyped, and supported by NATO.  China is 5000 miles away and is friendly to both Russia and Ukraine.""",1,0
"b'@ZelenskyyUa @BorisJohnson You should also give a parliamentary speech at ""India, Pakistan, Saudi Arabia, UAE""\n\nIndia is increasing oil imports from Russia even after Russia\'s invasion of Ukraine\n\n You should ask, ""Don\'t import oil from Russia."" You should ask, ""Please increase oil production.'",1,0
"b""@adagamov Irish Foreign Minister Simon Coveney tells Andrew Marr the EU (with Italy) has agreed to 'effectively double' it's military assistance to Ukraine, with a 'fifth round' of sanctions against Russia incoming.\n\n@AndrewMarr9 | @simoncoveney https://t.co/jX7BlnjYk8""",0,0
"b'So, Russian media gonna call this a *Special Military Withdrawal*? https://t.co/E4lXj4NKph'",1,1
"b""@Femi_Sorry Yep, it has nothing to do with the pandemic or russia invading Ukraine, we know this because we're the only country in the world suffering from inflation at the moment......""",0,0
b'TOP WRAP 9-Ukraine claims control over Kyiv region as Russia looks east https://t.co/h7X08zGhJs',0,0
"b""@ergosum79 @GramlWalter @anders_aslund Every country has Nazi groups.  However, Neo-nazis don't run Russia's military like they do in Ukraine.  \n\nWorse yet, CIA is rewarding them for their Nazi behavior.\n\nWhy do you support Nazis?\nhttps://t.co/teVgfsnImp""",0,0
b'@Jim_Jordan Didn\xe2\x80\x99t you also call Trump a \xe2\x80\x9cGreat American\xe2\x80\x9d when he refused to send approved money to Ukraine to defend themselves against Russia in the FIRST impeachment? Didn\xe2\x80\x99t you try to pretend Ukraine hacked our database NOT Russia even though intelligence said otherwise?',1,1
b'@BoulderLeah20 @diangelo007 @andymok \xe2\x80\x9cRussia did not invade Ukraine.\xe2\x80\x9d Got it.',0,0
"b'@FritzyLane @MattFor87404375 @activeasian Vladimir Putin\xe2\x80\x99s personal ambitions  are the reason Russia \xe2\x80\x9cmoved on Ukraine.\xe2\x80\x9d And the entire world agrees, aside from the Russian pawns and propagandists and you.'",1,1
"b'Nearly 300 civilians are buried in a &amp;quot;mass grave&amp;quot; in Bucha, AFP reported, citing the mayor #Ukraine #UkraineWar #Russia #UkraineInvasion'",1,0
"'NATO's Been Defeated' By Russia in Ukraine, British Ex-General Says https://t.co/ugHpdAewOu Russia sucks. They are pussies. Ukraine can kick their asses and will. I respect Ukraine Soldiers. Give them jets!",0,1
"@alexhallhall @LauraLThornton no they r not. Not sure I share all #ukraine values, eg not letting men escape because they r of fighting age, and #russia won't attack a @nato country. why else is #putin making not joining a peace condition?",1,0
"@AnnikaSaarikko @HonkonenPetri @kurvisentwiit In the past russia attacked your country and grabbed part of your land. Today it's happening in Ukraine, tomorrow- anywhere else..To stop this terrorist-country forever we must unite. HELP #Ukraine #StopRussia FOREVER! https://t.co/9Lsmok3OD4",0,1
"🇷🇺 Putin: ""The decision on the procedure for paying for gas supplies in rubles is a step towards the financial sovereignty of the Russian Federation""

The new rules for the sale of gas will come into force on April 1 
#RussianUkrainianWar #UkraineRussianWar #Russia #Kiev #Ukraine https://t.co/58EB6gqUTB",1,0
"@Mhsk21 @hrobak67 @NorahWong5 @TheStudyofWar The very fact the Ukrainian Army is advancing on the Russia Army at all and pushing them away from Kyiv is the incredible accomplishment. A month ago, every expert in the world said Ukraine would have a new puppet govt installed in Kyiv by now.  But sure- it’s the speed troll",0,0
"so long story get short

what is going on in the Ukraine...Yemin...South America
...China...Russia...Parts of Africa and other
places
destroys people+their hope+futures 
and creates and brings out not the best
but the worst in people

as if we do not have enough monsters
in the🌐",0,1
"@kiziriia Yet Ukraine still stands and Russia is bleeding out.  While there is no perfect solution to a nuclear madman's wrath, not sure spitting in the face of the people throwing ropes is the best solution.  There are many many smarter minds than those whining on Twitter working on this.",0,0
"@ChrisGUGA82 @KpsZSU @NATO Ukraine is slowly emerging from corrupt years of Yanukovych which crippled the military.
Since 2014, #Ukraine has been fighting an expensive,  low level conflict with Russia in Donbas. 
Changing from Ru to western a/c is a huge additional burden.",0,0
RUSSIA'S WAR IN UKRAINE: I'm a U.S. Veteran. I Went to Ukraine to Train Civilian Volunteers to Fight. https://t.co/EWBeQvrWfB via @Yahoo,0,0
"Forget about the Russia/Ukraine War We’re going to have a violent border war here in the US when millions of foreigners invade the US as Biden ends Title 42 in May Whoever is running the US,it sure as hell isn’t slow moving inept dementia Biden, is hellbent on destroying America https://t.co/E8shtZrB0L",0,1
And he's right! The pandemic and its consequences are what led to the first fluctations in oil prices and the recent skyrocketing is thanks to the Russia-Ukraine conflict. What shillery https://t.co/SVWyeqAOha,0,1
@ClaireBerlinski @VivekYKelkar Invading the Solomons would be a very stupid movie on Australia's part. Perhaps quite worse than invading Ukraine's was for Russia or Suez was for the UK. Australia would become apartheid South Africa or Rhodesia in the eyes of much of the world including the EU.,0,1
"37 days ago. Why does it feel like #Russia attacked #Ukraine just yesterday? 

Why does #COVID time feel like it has been lifetime and just started yesterday at the same time? 

I think my internal clock broke. 

#UkraineWar #RussiaUkraineConflict https://t.co/zSoxFqXpNH",0,1
"Biden banned Russian oil like 1-2 weeks ago but US only uses 8% of total consumption from Russia

The Ukraine-Russia conflict is only 35 days old

A price war between  CP MBS &amp; Pres Putin of OPEC + -&gt; price of oil dropped due to this battle

Then the plandemic hit March 2020 and",0,0
"@Lapin_kamari @KatriKulmuni @heikkiautto @MarkusLohi @KaisaJuuso @AnniAhlakorpi @ojalaniemela In the past russia attacked your country and grabbed part of your land. Today it's happening in Ukraine, tomorrow- anywhere else..To stop this terrorist-country forever we must unite. HELP #Ukraine #StopRussia FOREVER! https://t.co/hWQfboxyLp",1,1
"""A senior American official said that NATO officials and the intelligence community had spent weeks waiting for a Russian war commander to emerge. No one has"" https://t.co/Y0EjoANA6x",0,0
"@militaryhistori ; 
CNN: Russian troops have withdrawn from Chernobyl, says Ukrainian nuclear operator.
https://t.co/eyvLxqQyzQ

via @GoogleNews",0,0
"There is no free speech in Russia. You say something Putin doesn’t like, and you can go to jail indefinitely. Ukraine wants to have the liberties allowed in a democracy. 
#FreedomForUkraine #DemocracyNotAutocracy  #StandWithUkraine https://t.co/BCUaxpsSch",1,1
"Russia's invasion of #Ukraine is a #warcrime, and Russia's miserable domination of Eastern European states between 1945–1997 is a crime against humanity.

BUT - NO - #Russia is not uniquely evil - US warcrimes &amp; illegal wars since 1945 are AT LEAST on a par with Russia's crimes.",1,1
"@TimoHarakka @Petri2020 @demokraatti_fi In the past russia attacked your country and grabbed part of your land. Today it's happening in Ukraine, tomorrow- anywhere else..To stop this terrorist-country forever we must unite. HELP #Ukraine #StopRussia FOREVER! https://t.co/XK9FoPlUlQ",1,1
"@galt_the @AJackowksi @Mark__Griffiths @visegrad24 Welp....that's a little embarrassing for you, Comrade. 

https://t.co/Tyn57FmXin",0,0
@jimmyfallon Russia invading Ukraine &amp; taking over Chernobyl is like an enemy invading Staten Island &amp; taking over Great Kills Landfill. ( I made this up🤪 &amp; hope you laughed),1,1
"@briantylercohen We voted for Black Lives Matter.  Democrats destabilized the globe, started a Hot War with Russia, convinced us to arm Nazis in Ukraine, kicked off the 2nd cold war with China, and now told us food shortages are coming to America.",0,1
Ramzan Kadyrov slammed after Ukraine brag as online post puts Chechen leader in Russia https://t.co/nSstFh6z0A #SmartNews,0,0
Russian Air Force Il-76 going between Murmansk and (most likely) Kaliningrad #russia #Ukraine #OSINT #AvGeek https://t.co/f9AK5qbgMj,0,0
"Yes some people desrves to die.
because they named themselves
( terrorists. )

no terrorist in a world should be considered as the good guy.

the end of the line.

 #qatar #russia #france #ukraine #paris #spain #brazil #usa #UnitedStates #UnitedKingdom",1,1
"Does not it sound Interesting that Russian FM and US deputy NSA are in Delhi at the same time? 
@mfa_russia @USAGov #RussiaUkraineWar #Ukraine #Russia",0,0
"Sanctions on Russia could eat away at the dollar's global dominance and boost the use of crypto, IMF says 😀 #cryptocurrency #crypto

https://t.co/YVBa80xXvu",0,0
"@galt_the @Mark__Griffiths @visegrad24 Yes, retreating from key terrain is what winning forces do, Comrade. It is a fake regrouping not a fake retreat. 

https://t.co/Tyn57FmXin",0,0
"@EP_President Thank you. And please observe that Russia must pay for ALL reparations to Ukraine. Russia destroyed Ukraine, Russia must pay. Crimea and all other territories taken from Ukraine by Russia must be returned. Russia must learn that war will not go rewarded. And Putin is responsible. https://t.co/zWetmiwomV",1,1
"Syrians to help Russia fight Ukrainians.

https://t.co/2oK2r2NG7x",0,0
"@MTVUutiset @MarinSanna In the past russia attacked your country and grabbed part of your land. Today it's happening in Ukraine, tomorrow- anywhere else..To stop this terrorist-country forever we must unite. HELP #Ukraine #StopRussia FOREVER! https://t.co/2Cwov3BAWh",1,1
"Russia is a pariah and will remain a pariah for a very long time. 
@SecBlinken the US must do more! Russia is so far out of bounds - get air support and anti-ship missiles to Ukraine.
#StopRussianAggression 
#MariupolGenocide https://t.co/Za3NfTzxGi",1,1
"The fuel truck of the Russian troops did not arrive a little🔥🇺🇦
#war #Ukraine #UkraineWar #UkraineRussianWar #UkraineUnderAttaсk #russia #RussiaUkraineWar #Russian #RussianUkrainianWar #RussianArmy https://t.co/UjJ3ARTSLG",0,0
"The story of @doxa_journal - some of the bravest journalists in Russia facing absolutely Kafkaesque charges. It is a unique student media focusing on political censorship in universities. Unlike many, they also refused to stop covering Russia’s war in Ukraine. Worth a read. https://t.co/FToO2mnttl",0,1
🚩Hunter Biden's foreign business dealings: 4 countries with financial links to president's son https://t.co/NzdOr7BdX3,0,0
"@Toecutter900 @George1961Ca @FoxNews You're tweet to think that American people don't want to support and transport every resources to Ukraine over Russia invasion.

Now that is make believe and you're the only person saying.

Others from different postings wanted to help out in every way possible.",0,1
"Friends, I cannot keep wiping away tears of: #Ukraine|ian twitter trolls said this, or #NYPost said that, or #NATO #thinktank said that the entirety of #Russia is about to fall into the Kola Superdeep Borehole SG-3. Keep calm. I'll DEFINITELY let you know if something stinks.",1,1
What Putin’s Propaganda Looks Like From Russia and Ukraine https://t.co/ORCeLZyNZd,0,0
"President Joe Biden is ordering the release of 1 million barrels of oil per day from the nation’s strategic petroleum reserve for six months in a bid to control energy prices that have spiked amid Russia’s invasion of Ukraine.
https://t.co/08ZVjrKwx0",0,0
"The Russian army with high-precision weapons destroys the positions of the Azov battalion nationalists in the area of ​​the industrial zone of the metallurgical plant ""Azovstal"" in Mariupol.

#RussianUkrainianWar #UkraineRussianWar #Russia #Kiev #Ukraine #Kyiv #mauripol #Kharkiv https://t.co/XWGNfpOp64",0,0
"@naval_Labourite @Gregory87324496 @PeterBackes3 @GhasparSpectre @TheGrayzoneNews @MaxBlumenthal @RealAlexRubi The US has been shipping weapons to Ukraine since they overthrew its government in 2014.
The US wants to take over Russia's gas sales to Europe.
See gas prices and weapons sales as to what this needless war is all about.",0,0
"Sri Lanka is the biggest global story nobody is talking about.  If Russia did not invade Ukraine, the big international story would be WTF happened to #SriLanka",0,0
"Ukraine war: Russia blocks buses heading to Mariupol, says Ukraine https://t.co/PRKhCfKc5W",0,0
"@RobbieGramer Every profiler says Putin follows his judo style – fake retreat then double down. He's conscripting thousands, getting mercenaries, &amp; I'd bet buying military equipment from our enemies. Hit him NOW. Budapest Memorandum. Protect Ukraine = protect democracy.
https://t.co/ZNbv0Gu1JT",1,1
"'This is the day Putin fights back against Europe,' says Nic Robertson
https://t.co/uxznip7DUM. All these has no effect on the destruction and criminal activity of Putin in Ukraine!",1,1
"@tomiahonen @RebelWith1Cause That is not US position:

""The prospect of fighter jets 'at the disposal of the government' of the USA departing from a US/NATO base in Germany to fly into airspace that is contested with Russia over Ukraine raises serious concerns for the entire NATO alliance,"" Kirby said.",0,0
"@marioivargas @jacksonhinklle The demands were made long before the batallions were wiped out. That was very recent.

Ukraine has been in a civil war since 2014. I don't stand with Nazis or separatists.

Russia is dropping phosphorus bombs, killing civilians, just like in Syria. Care to defend their actions?",1,1
"@niinisto @SwedishPM In the past russia attacked your country and grabbed part of your land. Today it's happening in Ukraine, tomorrow- anywhere else..To stop this terrorist-country forever we must unite. HELP #Ukraine #StopRussia FOREVER! https://t.co/UfEEXZ3t7d",1,1
@night_mason Every Russian in Russia needs to see this. To see how a good neighbor comes to your aid. To see the pain a bad neighbor creates. Putin has ruined Russia - Ukraine relations. Poland stepped up when others turned their back.,1,1
"@MeekSpees Okay, yes, that's horrific history, but we were there in a different capacity than Russia's attack on Ukraine. That day was it, and every soldier was ostracized for it.

That's the only comparison. Otherwise, there's no comparison.",0,0
"@7mill_ Exactly, SPY has a 92% win rate for April I think I read? Knowing the market needed a cool off I’m bullish going into the month based on TA, it’s the other concerns with inflation and Russia/Ukraine that’s scares me yet the market doesn’t seem to care about that right now",0,0
….But their companies are exempt. https://t.co/17lSXRFxe9,0,0
"No matter what you hear in MSM or even on the Ukraine-Russia talking agreement, it's not over. Triggers will be pushed to the extent of a full Nuclear Standoff.
Events that will fulfill the demise of the UN-NATO Heads Deep State Black Military Intel ops",0,0
"Why Russian troops are using tree branches for camouflage in Ukraine
https://t.co/mbGbKRvkxu",0,0
"@TestosteronMan @mario31351746 @RealPepeEscobar @realGonzaloLira If you want to reduce this to “Russia and US are enemies, full stop” you can do that. But then you run up comparing American soft power to Russia targeting civilians with a massive campaign of war crimes. Ukraine wants to align with US. Russia can’t beat it into submission.",1,0
"@ZelenskyyUa break up Russia map
UKRAINE will lead Nato look a like defense organization https://t.co/CKLRzByVo5",0,0
The Country of Russia  into places it never should have gone. No one should have have their lives turned upside down 👎 because of the acts of misguided greedy individuals and yes a greedy man . Ukraine is a beautiful Country with a strong history with lots to offer the 🌎.,1,1
"@colleenrasmuss @CommodusJTrump #IsANothingburger
Russian-fluent biochemists looked at the ""omg bioweapons!"" evidence the Russian defense ministry offered.
Surprise, it's nothing more than what has been known about those labs since the US threat reduction program got involved.
https://t.co/M2UGS99FU1",0,0
"@CoE_Russia @Maria_Butina Is clear you a terrorist against Ukraine , get off twitter and all platforms for free speech , you don't want Russians to use these platforms , so delete your account I hope suffer for this war.  I hope you suffer for the unfair laws you wrote , shame on you.",1,1
"Putin humiliated as Russian soldiers accidentally shoot down own plane, says UK spy chief https://t.co/mOx5JaIk9M",0,0
🇬🇧 I do not call for the humiliation of all Russians. I do not call for the destruction of Russia and the Russian people. I call for the destruction of those who are now destroying Ukraine.,1,1
"Russia's invasion of Ukraine has drawn #IC's attention away from other wars, including #Tigray. However, the world's most lethal disastrous war is taking place in #Tigray, where food has been weaponized for more than 17 months. #EndTigraySiege @vickyford @SenatorRounds",0,0
@theallinpod @friedberg @altcap 1/2 @DavidSacks with another bad take. Framing the Ukraine response is key as @Jason pointed out. It’s not “we push for a ‘ceasefire’ or else we are just opportunistically seeking the overthrow of Russia.”,0,0
"@phl43 Most people assume Russia wants to defeat Ukraine or take unilateral control of the country. After all, this is what we are used to seeing in modern war.
I disagree and believe Russia is satisfied with the irreversible damage it has already dealt to the American petrodollar.",0,0
Russia has become a repressive surveillance state. It is the stuff of nightmares. Luckily their system cannot be exported or replicated. The downside is that they have aggressive expansionist ambitions. They must fail in Ukraine,1,0
NATO Expects ‘Additional Offensive Actions’ In Ukraine Despite Russia’s Promise To De-Escalate https://t.co/7W4havOPil,0,0
"@gallagher_ted @peterjukes @YouTube NATO is a defensive alliance and Russia doesn't get to dictate to its neighbours. Ukraine is constitutionally committed to neutrality. Russia's history of aggression predates 2008.

Try some better takes

https://t.co/U68354lSTl

https://t.co/2GtxBjZJid",1,0
Russia with their head of state  v.Putin are terrorist country. At his wimpy pleasure on aggressive mission to capture land and destroy Ukraine 🇺🇦. He will never crush our spirit and 🇺🇦pride. https://t.co/cx0HH1y56I,1,1
"@AgnosticHuxley @jacksonhinklle Do you really think that the USA procures so much from Ukraine or Russia? Man, seriously stop asking stupid questions! I told you, educate yourself first!",0,1
"For Real – Love Will Be Waiting At Home MP3 DOWNLOAD
https://t.co/TEXGpWXIKZ
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/eVLakerPim",0,0
"Arcade Fire – Rebellion (Lies) MP3 DOWNLOAD
https://t.co/43QfVeNUr1
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/kds2cAfDkc",0,0
"Kanye West – Diamonds From Sierra Leone (Remix) ft. Jay-Z MP3 DOWNLOAD
https://t.co/PBvcB8Ka6d
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/S2h7l9lvGK",0,0
@janharg @JanuaryAttack @lapatina_ Russia cannot fire nukes into the Ukraine without killing their own people.,0,0
"Radiohead – Jigsaw Falling Into Place MP3 DOWNLOAD
https://t.co/sfvsk99PrC
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/KdPlUin5UM",0,0
"Radiohead – 2 + 2 = 5 MP3 DOWNLOAD
https://t.co/irI9jo7Uwy
covid-19, biden, Ukraine, Putin, Russia, music, song, hipop, afrobeat, afropop, afro, US, America, hushpuppi, Naomi Campbell, Julia Fox, Christina Yuna Lee https://t.co/kiotkphm5h",0,0
Jim Rickards Reveals The Truth About Russia/Ukraine/US https://t.co/vtdgISrI77 via @YouTube,0,0
Russia forced into humiliating retreat from Ukraine airport key to their battle plans https://t.co/6IS4iEO9hf via @Telegraph,1,0
"🛑🛑🛑Chernobyl NPP staff are saying that before leaving the #Putin regime terrorists robbed the station and the living quarters from food , kitchen intensive , tea kettles and coffee machines 
#Ukraine #Russia https://t.co/8cvb2RLiEB",0,0
"Latest and personally the most realistic Ukraine war map 1st April 2022. 

Ukraine counteroffensive=yellow arrows 

Russia offensive= red arrows 

Red= Russian territory https://t.co/u049viGWkS",0,0
"Social engineering: continual use of manipulated images and text to craft a narrative &amp; alter behaviors. The ENDLESS “white guy is (lame, weak, stupid, lazy, dangerous)” must end. We can not allow this propaganda to stand. #racism #woke #liberals #ukraine #russia #covid https://t.co/jkjZTV6k6C",0,1
"Ukrainian forces captured 2 Russian BTR-82A armored personnel carriers in the liberated village of Nova Basan in the #Chernihiv region, one damaged.#Ukraine #Ukraine #UkraineRussiaWar #UkraineWar #UkraineUnderAttaсk #RussianUkrainianWar #Russia #Kiev #Kyiv #Ukrainian https://t.co/bjlaCooYZ3",0,0
More Mixed Signals From Russia as Ukraine War Enters Sixth Week https://t.co/zDbVSn87tb,0,0
"Russia redeploying thousands of troops from Georgia after massive losses in Ukraine, UK says https://t.co/oNR2DO4hFi",0,0
"@CNN @tomforemancnn The far-right National Guard of Ukraine want more weapons from the US, proving that Russia's demilitarization is working, but not if the US supplies more weapons. It'll just be more weapons for Russia to destroy during peace negotiations.  Biden doesn't want the war to end.",0,0
